customer_id,name,phone,email,region,plan_tier,contract_type,payment_method,tenure_months,monthly_charges,total_charges,call_minutes_m1,call_minutes_m2,call_minutes_m3,data_gb_m1,data_gb_m2,data_gb_m3,recharge_count_m1,recharge_count_m2,recharge_count_m3,support_calls_m1,support_calls_m2,support_calls_m3,churn
CUST-11129,Customer 1130,+91-98765-11129,user1130@example.com,South,Prepaid Basic,Month-to-Month,Auto-Debit,46,524.62,25769.63,495.8,513.5,531.8,32.8,34.0,35.2,1,1,2,2,1,0,0
CUST-11130,Customer 1131,+91-98765-11130,user1131@example.com,South,Prepaid Basic,Month-to-Month,Auto-Debit,29,1082.76,32360.84,448.9,588.3,771.2,12.7,16.6,21.8,1,1,2,4,2,2,1
CUST-11131,Customer 1132,+91-98765-11131,user1132@example.com,North,Prepaid Unlimited,One Year,Electronic Check,35,477.18,16708.9,301.6,293.0,284.7,15.6,15.1,14.7,3,3,3,2,2,1,0
CUST-11132,Customer 1133,+91-98765-11132,user1133@example.com,Central,Prepaid Unlimited,One Year,Electronic Check,15,964.16,15103.05,338.3,350.7,363.6,69.8,72.3,75.0,3,3,4,2,2,2,0
CUST-11133,Customer 1134,+91-98765-11133,user1134@example.com,West,Prepaid Unlimited,Month-to-Month,Auto-Debit,60,931.58,50371.59,216.2,298.3,411.5,25.1,34.6,47.8,1,1,1,4,1,1,1
CUST-11134,Customer 1135,+91-98765-11134,user1135@example.com,East,Postpaid Premium,Month-to-Month,UPI/Credit Card,42,1180.07,50479.27,494.9,618.1,772.1,22.9,28.6,35.7,1,2,3,6,1,0,0
CUST-11135,Customer 1136,+91-98765-11135,user1136@example.com,South,Postpaid Standard,Month-to-Month,Auto-Debit,43,365.13,16791.49,391.8,581.2,862.2,39.3,58.2,86.4,1,1,2,4,2,1,1
CUST-11136,Customer 1137,+91-98765-11136,user1137@example.com,South,Prepaid Unlimited,One Year,Electronic Check,49,1364.45,64944.57,423.2,430.9,438.7,59.2,60.3,61.4,1,1,1,3,3,2,0
CUST-11137,Customer 1138,+91-98765-11137,user1138@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,64,1142.59,67396.93,165.1,246.1,367.0,24.4,36.3,54.2,1,2,4,5,3,2,1
CUST-11138,Customer 1139,+91-98765-11138,user1139@example.com,West,Postpaid Standard,Month-to-Month,Electronic Check,32,558.35,17584.46,868.8,884.5,900.5,72.9,74.3,75.6,4,4,5,1,1,1,0
CUST-11139,Customer 1140,+91-98765-11139,user1140@example.com,West,Postpaid Premium,Month-to-Month,UPI/Credit Card,64,519.09,34730.72,675.3,821.5,999.4,55.7,67.8,82.5,1,1,2,3,0,0,1
CUST-11140,Customer 1141,+91-98765-11140,user1141@example.com,Central,Postpaid Standard,Month-to-Month,Electronic Check,2,816.99,1505.65,407.1,535.1,703.3,40.6,53.4,70.2,1,1,2,5,1,0,1
CUST-11141,Customer 1142,+91-98765-11141,user1142@example.com,Central,Prepaid Basic,Month-to-Month,UPI/Credit Card,24,1280.08,28915.77,317.5,560.9,991.0,15.0,26.5,46.8,1,1,2,8,3,2,1
CUST-11142,Customer 1143,+91-98765-11142,user1143@example.com,North,Prepaid Unlimited,One Year,UPI/Credit Card,66,1310.54,80398.59,696.5,695.2,694.0,41.1,41.1,41.0,2,2,2,3,3,2,0
CUST-11143,Customer 1144,+91-98765-11143,user1144@example.com,South,Prepaid Basic,Month-to-Month,UPI/Credit Card,38,923.55,37179.17,243.3,430.0,760.1,25.1,44.3,78.3,1,1,1,5,1,1,1
CUST-11144,Customer 1145,+91-98765-11144,user1145@example.com,Central,Prepaid Basic,Month-to-Month,UPI/Credit Card,31,1331.97,37681.34,284.3,357.6,449.8,34.3,43.1,54.2,2,3,4,5,1,1,0
CUST-11145,Customer 1146,+91-98765-11145,user1146@example.com,West,Prepaid Basic,One Year,Mailed Check,26,305.53,8240.22,443.5,466.0,489.7,65.1,68.4,71.9,2,2,3,2,2,1,0
CUST-11146,Customer 1147,+91-98765-11146,user1147@example.com,East,Prepaid Unlimited,One Year,Electronic Check,29,341.21,9630.81,209.8,219.5,229.7,81.8,85.6,89.6,1,1,1,0,0,0,0
CUST-11147,Customer 1148,+91-98765-11147,user1148@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,67,1393.19,98119.03,400.2,580.0,840.5,43.8,63.5,92.0,1,2,4,5,0,0,1
CUST-11148,Customer 1149,+91-98765-11148,user1149@example.com,South,Prepaid Basic,Month-to-Month,Mailed Check,25,1229.4,33589.56,631.0,769.4,938.0,21.1,25.8,31.4,2,2,3,4,2,2,1
CUST-11149,Customer 1150,+91-98765-11149,user1150@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,48,839.85,37205.05,236.7,395.6,661.1,8.2,13.6,22.8,1,1,2,4,2,2,1
CUST-11150,Customer 1151,+91-98765-11150,user1151@example.com,North,Prepaid Unlimited,Two Year,UPI/Credit Card,65,1203.33,75312.82,370.8,389.6,409.3,27.0,28.4,29.8,3,3,4,3,3,2,0
CUST-11151,Customer 1152,+91-98765-11151,user1152@example.com,South,Prepaid Unlimited,Month-to-Month,Electronic Check,53,1445.77,81378.53,100.6,154.9,238.6,32.2,49.6,76.4,1,1,2,4,2,1,0
CUST-11152,Customer 1153,+91-98765-11152,user1153@example.com,East,Prepaid Basic,Two Year,Mailed Check,67,1225.51,78269.06,319.9,329.1,338.6,38.0,39.1,40.2,3,3,4,2,1,0,0
CUST-11153,Customer 1154,+91-98765-11153,user1154@example.com,North,Prepaid Unlimited,One Year,UPI/Credit Card,18,1309.85,22233.96,350.7,340.1,329.9,22.9,22.2,21.5,5,5,5,4,3,2,0
CUST-11154,Customer 1155,+91-98765-11154,user1155@example.com,South,Postpaid Standard,Month-to-Month,UPI/Credit Card,9,1211.73,11615.26,444.2,538.3,652.2,9.7,11.8,14.3,1,1,2,5,2,2,1
CUST-11155,Customer 1156,+91-98765-11155,user1156@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,38,500.85,20886.36,894.7,922.2,950.5,34.0,35.0,36.1,1,1,2,4,3,2,0
CUST-11156,Customer 1157,+91-98765-11156,user1157@example.com,North,Prepaid Basic,Month-to-Month,Auto-Debit,21,1299.29,27595.49,60.6,93.2,143.4,7.6,11.6,17.9,1,1,2,6,3,2,1
CUST-11157,Customer 1158,+91-98765-11157,user1158@example.com,North,Prepaid Unlimited,Month-to-Month,Mailed Check,65,533.13,33115.17,45.6,67.8,100.9,9.0,13.4,19.9,1,1,1,8,3,2,1
CUST-11158,Customer 1159,+91-98765-11158,user1159@example.com,South,Postpaid Premium,Month-to-Month,UPI/Credit Card,21,1370.13,28189.02,375.1,490.1,640.2,41.0,53.6,70.0,1,2,3,8,3,2,1
CUST-11159,Customer 1160,+91-98765-11159,user1160@example.com,Central,Prepaid Unlimited,One Year,Auto-Debit,27,849.38,21420.26,351.0,353.3,355.7,6.8,6.9,6.9,1,1,2,1,1,0,0
CUST-11160,Customer 1161,+91-98765-11160,user1161@example.com,North,Prepaid Unlimited,Two Year,Mailed Check,70,1111.37,81870.65,914.0,903.2,892.5,16.6,16.4,16.2,2,2,2,2,2,2,0
CUST-11161,Customer 1162,+91-98765-11161,user1162@example.com,North,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,44,895.69,41565.9,134.4,230.3,394.5,29.0,49.7,85.2,1,1,1,4,1,0,1
CUST-11162,Customer 1163,+91-98765-11162,user1163@example.com,East,Prepaid Unlimited,One Year,Electronic Check,28,411.79,12395.16,353.9,357.3,360.8,83.7,84.5,85.3,1,1,1,2,1,1,0
CUST-11163,Customer 1164,+91-98765-11163,user1164@example.com,West,Prepaid Basic,Month-to-Month,Auto-Debit,45,647.87,26393.85,319.0,330.6,342.6,33.8,35.0,36.3,4,4,5,0,0,0,0
CUST-11164,Customer 1165,+91-98765-11164,user1165@example.com,South,Prepaid Unlimited,Month-to-Month,Auto-Debit,17,1479.48,25462.94,75.5,131.9,230.4,4.4,7.7,13.4,1,2,4,4,1,1,0
CUST-11165,Customer 1166,+91-98765-11165,user1166@example.com,South,Postpaid Premium,Month-to-Month,UPI/Credit Card,40,1451.86,54755.51,293.5,427.7,623.4,33.9,49.4,72.0,1,1,2,5,0,0,1
CUST-11166,Customer 1167,+91-98765-11166,user1167@example.com,Central,Prepaid Unlimited,One Year,UPI/Credit Card,3,683.58,1985.48,252.6,252.0,251.4,39.4,39.3,39.2,4,4,4,0,0,0,0
CUST-11167,Customer 1168,+91-98765-11167,user1168@example.com,Central,Postpaid Standard,Two Year,Auto-Debit,66,1494.56,104262.62,437.5,459.3,482.2,8.4,8.9,9.3,1,1,1,2,2,2,0
CUST-11168,Customer 1169,+91-98765-11168,user1169@example.com,South,Postpaid Standard,One Year,Electronic Check,46,1313.66,56706.38,466.5,490.1,514.9,18.1,19.0,20.0,1,1,1,1,1,0,0
CUST-11169,Customer 1170,+91-98765-11169,user1170@example.com,Central,Prepaid Basic,Month-to-Month,Electronic Check,30,1032.15,31821.24,42.8,71.1,118.4,6.5,10.8,18.0,1,3,5,5,0,0,1
CUST-11170,Customer 1171,+91-98765-11170,user1171@example.com,East,Postpaid Premium,Month-to-Month,Mailed Check,69,347.15,24693.83,111.1,113.1,115.1,58.9,59.9,61.0,2,2,3,3,3,2,0
CUST-11171,Customer 1172,+91-98765-11171,user1172@example.com,South,Prepaid Basic,Month-to-Month,UPI/Credit Card,9,1380.74,13555.23,300.0,412.8,568.2,47.7,65.6,90.3,1,1,1,3,1,1,1
CUST-11172,Customer 1173,+91-98765-11172,user1173@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,11,967.92,11233.05,321.5,483.3,726.4,35.5,53.4,80.3,1,1,2,6,2,2,1
CUST-11173,Customer 1174,+91-98765-11173,user1174@example.com,South,Prepaid Basic,One Year,Mailed Check,69,1341.17,98160.45,1000.4,973.8,947.9,60.1,58.5,56.9,5,5,5,2,2,2,0
CUST-11174,Customer 1175,+91-98765-11174,user1175@example.com,West,Prepaid Basic,One Year,Electronic Check,66,1300.31,86362.86,280.0,270.5,261.2,48.4,46.7,45.1,3,3,3,4,3,2,0
CUST-11175,Customer 1176,+91-98765-11175,user1176@example.com,North,Prepaid Unlimited,One Year,UPI/Credit Card,31,1298.61,37735.06,207.9,200.3,192.9,68.8,66.2,63.8,5,5,5,1,1,1,0
CUST-11176,Customer 1177,+91-98765-11176,user1177@example.com,South,Prepaid Basic,Month-to-Month,Mailed Check,33,1136.81,36956.24,100.7,121.6,146.9,32.3,39.1,47.2,1,1,1,5,0,0,1
CUST-11177,Customer 1178,+91-98765-11177,user1178@example.com,North,Prepaid Unlimited,Month-to-Month,Mailed Check,39,648.7,25549.71,508.2,500.3,492.4,29.3,28.9,28.4,3,3,3,1,1,0,0
CUST-11178,Customer 1179,+91-98765-11178,user1179@example.com,Central,Prepaid Unlimited,Month-to-Month,Mailed Check,46,702.39,33462.88,631.6,646.0,660.8,66.4,67.9,69.5,3,3,4,3,2,2,0
CUST-11179,Customer 1180,+91-98765-11179,user1180@example.com,North,Prepaid Basic,Month-to-Month,Electronic Check,37,669.16,25292.27,901.5,878.7,856.5,92.6,90.3,88.0,3,3,3,2,2,2,0
CUST-11180,Customer 1181,+91-98765-11180,user1181@example.com,South,Prepaid Basic,Month-to-Month,UPI/Credit Card,60,323.06,18972.58,445.6,564.2,714.4,25.2,31.9,40.4,1,1,2,4,0,0,1
CUST-11181,Customer 1182,+91-98765-11181,user1182@example.com,West,Prepaid Unlimited,One Year,Mailed Check,31,998.08,29488.21,302.6,295.0,287.5,89.4,87.1,84.9,4,4,4,1,1,0,0
CUST-11182,Customer 1183,+91-98765-11182,user1183@example.com,Central,Prepaid Unlimited,One Year,Auto-Debit,11,1137.6,11683.27,298.8,392.5,515.6,26.7,35.0,46.0,2,3,4,5,0,0,1
CUST-11183,Customer 1184,+91-98765-11183,user1184@example.com,South,Postpaid Standard,Month-to-Month,UPI/Credit Card,2,1323.64,2749.91,412.9,616.1,919.3,19.4,28.9,43.1,1,1,2,6,1,1,1
CUST-11184,Customer 1185,+91-98765-11184,user1185@example.com,Central,Prepaid Unlimited,Month-to-Month,Auto-Debit,27,467.2,12981.22,412.9,403.4,394.1,8.1,7.9,7.7,4,4,4,3,2,1,0
CUST-11185,Customer 1186,+91-98765-11185,user1186@example.com,East,Postpaid Standard,Month-to-Month,Auto-Debit,2,952.02,1975.39,207.9,337.8,548.9,26.9,43.8,71.1,1,1,1,7,3,2,1
CUST-11186,Customer 1187,+91-98765-11186,user1187@example.com,North,Prepaid Unlimited,Month-to-Month,Mailed Check,21,308.61,6315.58,1040.4,1000.8,962.7,88.3,84.9,81.7,3,3,3,1,1,1,0
CUST-11187,Customer 1188,+91-98765-11187,user1188@example.com,East,Prepaid Unlimited,One Year,Mailed Check,58,413.11,22821.82,728.2,744.5,761.2,65.1,66.5,68.0,2,2,3,2,2,2,0
CUST-11188,Customer 1189,+91-98765-11188,user1189@example.com,South,Prepaid Unlimited,Month-to-Month,Electronic Check,5,364.05,1914.8,232.3,423.7,773.0,5.8,10.6,19.4,1,1,2,2,0,0,1
CUST-11189,Customer 1190,+91-98765-11189,user1190@example.com,West,Prepaid Basic,Month-to-Month,Electronic Check,52,1169.57,64146.16,220.3,268.4,327.1,10.0,12.1,14.8,1,1,1,5,0,0,1
CUST-11190,Customer 1191,+91-98765-11190,user1191@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,45,396.27,17673.86,519.6,495.9,473.2,65.2,62.2,59.4,4,4,4,4,3,2,0
CUST-11191,Customer 1192,+91-98765-11191,user1192@example.com,North,Postpaid Standard,Two Year,UPI/Credit Card,20,1158.74,23693.47,158.6,166.2,174.1,39.3,41.1,43.1,2,2,3,2,1,0,0
CUST-11192,Customer 1193,+91-98765-11192,user1193@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,61,598.55,35587.95,616.7,631.1,645.9,43.7,44.8,45.8,2,2,3,4,3,2,0
CUST-11193,Customer 1194,+91-98765-11193,user1194@example.com,South,Postpaid Standard,Month-to-Month,Auto-Debit,38,1352.26,53461.33,83.6,127.1,193.4,41.9,63.7,96.9,1,1,3,5,2,2,1
CUST-11194,Customer 1195,+91-98765-11194,user1195@example.com,Central,Postpaid Standard,Month-to-Month,Electronic Check,20,1274.78,27207.48,417.5,596.5,852.3,36.1,51.7,73.8,1,2,3,5,3,2,1
CUST-11195,Customer 1196,+91-98765-11195,user1196@example.com,North,Postpaid Standard,One Year,Mailed Check,25,1448.4,37573.19,754.6,792.9,833.1,39.9,42.0,44.1,4,4,5,2,2,1,0
CUST-11196,Customer 1197,+91-98765-11196,user1197@example.com,South,Postpaid Premium,Two Year,Electronic Check,2,1359.51,2725.86,522.2,550.4,580.2,6.1,6.5,6.8,1,1,2,2,2,2,0
CUST-11197,Customer 1198,+91-98765-11197,user1198@example.com,Central,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,32,1419.0,45032.55,94.7,146.6,227.0,3.4,5.3,8.2,1,2,4,6,2,2,1
CUST-11198,Customer 1199,+91-98765-11198,user1199@example.com,West,Prepaid Unlimited,Two Year,UPI/Credit Card,26,1329.49,35550.65,131.7,127.3,123.0,75.0,72.5,70.1,4,4,4,2,2,2,0
CUST-11199,Customer 1200,+91-98765-11199,user1200@example.com,South,Prepaid Unlimited,Two Year,Auto-Debit,70,1131.06,82021.48,860.7,838.5,817.0,89.1,86.8,84.6,2,2,2,1,1,1,0
CUST-11200,Customer 1201,+91-98765-11200,user1201@example.com,South,Prepaid Unlimited,Two Year,UPI/Credit Card,41,503.31,20878.09,619.7,629.8,640.1,69.9,71.0,72.2,1,1,1,1,0,0,0
CUST-11201,Customer 1202,+91-98765-11201,user1202@example.com,West,Prepaid Unlimited,One Year,Electronic Check,67,625.05,42924.83,666.1,702.0,739.8,39.3,41.4,43.6,1,1,2,1,1,1,0
CUST-11202,Customer 1203,+91-98765-11202,user1203@example.com,East,Postpaid Standard,One Year,Mailed Check,1,554.27,509.55,377.5,375.4,373.4,8.1,8.0,8.0,3,3,3,3,3,2,0
CUST-11203,Customer 1204,+91-98765-11203,user1204@example.com,North,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,51,1023.3,56903.67,365.4,451.8,558.5,63.4,78.4,96.9,1,2,3,4,1,1,1
CUST-11204,Customer 1205,+91-98765-11204,user1205@example.com,East,Prepaid Unlimited,One Year,Auto-Debit,5,903.34,4779.37,505.5,624.9,772.5,64.6,79.8,98.7,1,1,2,2,0,0,1
CUST-11205,Customer 1206,+91-98765-11205,user1206@example.com,Central,Prepaid Basic,Month-to-Month,Electronic Check,13,1339.5,16974.43,198.1,319.8,516.3,21.9,35.4,57.2,1,1,2,4,1,0,1
CUST-11206,Customer 1207,+91-98765-11206,user1207@example.com,West,Prepaid Unlimited,One Year,Auto-Debit,19,1442.21,27746.23,664.1,652.6,641.2,12.1,11.9,11.7,4,4,4,3,3,2,0
CUST-11207,Customer 1208,+91-98765-11207,user1208@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,12,784.83,8565.3,420.7,584.1,810.8,29.3,40.6,56.4,2,2,4,6,1,0,1
CUST-11208,Customer 1209,+91-98765-11208,user1209@example.com,South,Postpaid Standard,One Year,UPI/Credit Card,48,906.62,39524.81,295.8,294.7,293.7,90.4,90.1,89.8,5,5,5,3,2,1,0
CUST-11209,Customer 1210,+91-98765-11209,user1210@example.com,Central,Prepaid Unlimited,One Year,Auto-Debit,25,1464.82,34795.32,154.1,156.7,159.3,67.3,68.4,69.6,4,4,5,3,2,1,0
CUST-11210,Customer 1211,+91-98765-11210,user1211@example.com,Central,Prepaid Basic,Month-to-Month,Electronic Check,57,630.49,37301.43,609.8,594.0,578.6,77.4,75.4,73.4,3,3,3,1,0,0,0
CUST-11211,Customer 1212,+91-98765-11211,user1212@example.com,East,Prepaid Basic,One Year,UPI/Credit Card,35,1249.87,46826.42,148.6,152.2,155.9,12.5,12.8,13.1,4,4,5,3,2,2,0
CUST-11212,Customer 1213,+91-98765-11212,user1213@example.com,East,Prepaid Unlimited,Month-to-Month,Mailed Check,5,569.29,2880.14,514.4,637.5,789.9,9.8,12.2,15.1,3,4,5,8,3,2,0
CUST-11213,Customer 1214,+91-98765-11213,user1214@example.com,West,Prepaid Unlimited,One Year,UPI/Credit Card,22,1116.75,24726.39,683.2,714.6,747.3,15.6,16.4,17.1,1,1,1,3,2,1,0
CUST-11214,Customer 1215,+91-98765-11214,user1215@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,57,603.34,33718.46,311.8,527.8,893.5,31.7,53.7,90.9,1,1,2,6,1,0,1
CUST-11215,Customer 1216,+91-98765-11215,user1216@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,47,1359.48,59571.08,304.7,453.7,675.6,24.8,36.9,55.0,1,2,4,7,2,1,0
CUST-11216,Customer 1217,+91-98765-11216,user1217@example.com,East,Prepaid Unlimited,Two Year,Auto-Debit,54,972.77,48520.04,146.3,153.2,160.5,73.1,76.6,80.2,4,4,5,1,1,1,0
CUST-11217,Customer 1218,+91-98765-11217,user1218@example.com,South,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,3,522.12,1648.02,100.5,181.5,327.8,4.9,8.9,16.0,1,2,4,7,2,1,1
CUST-11218,Customer 1219,+91-98765-11218,user1219@example.com,Central,Prepaid Unlimited,One Year,UPI/Credit Card,53,568.24,32691.72,902.6,864.0,827.1,101.6,97.3,93.1,5,5,5,4,3,2,0
CUST-11219,Customer 1220,+91-98765-11219,user1220@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,31,891.62,27409.61,99.0,157.4,250.4,32.8,52.2,83.0,1,3,5,4,0,0,1
CUST-11220,Customer 1221,+91-98765-11220,user1221@example.com,South,Prepaid Unlimited,Month-to-Month,Auto-Debit,69,1452.92,103448.41,219.2,399.6,728.6,7.9,14.5,26.4,1,1,3,2,0,0,1
CUST-11221,Customer 1222,+91-98765-11221,user1222@example.com,West,Prepaid Basic,Month-to-Month,Electronic Check,33,1222.57,43689.05,520.6,646.2,802.2,57.1,70.9,88.0,1,1,1,4,2,2,1
CUST-11222,Customer 1223,+91-98765-11222,user1223@example.com,West,Postpaid Premium,Month-to-Month,UPI/Credit Card,50,884.97,40621.13,189.6,274.4,397.1,14.3,20.7,30.0,1,1,2,6,2,1,1
CUST-11223,Customer 1224,+91-98765-11223,user1224@example.com,East,Prepaid Unlimited,Month-to-Month,Mailed Check,16,704.26,11877.73,154.3,245.3,390.1,9.7,15.4,24.5,1,1,2,4,2,1,0
CUST-11224,Customer 1225,+91-98765-11224,user1225@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,39,958.12,38239.69,243.9,383.2,602.0,12.2,19.2,30.1,1,1,3,7,2,2,1
CUST-11225,Customer 1226,+91-98765-11225,user1226@example.com,West,Prepaid Basic,Month-to-Month,Electronic Check,46,1197.03,56149.64,346.8,550.9,875.2,36.2,57.5,91.4,1,1,3,6,1,0,1
CUST-11226,Customer 1227,+91-98765-11226,user1227@example.com,East,Prepaid Unlimited,Month-to-Month,Mailed Check,47,1239.71,55848.79,113.9,185.3,301.5,34.8,56.5,92.0,1,1,2,7,3,2,1
CUST-11227,Customer 1228,+91-98765-11227,user1228@example.com,North,Prepaid Basic,Two Year,Electronic Check,44,688.53,31409.54,994.2,970.4,947.1,38.1,37.2,36.3,2,2,2,0,0,0,0
CUST-11228,Customer 1229,+91-98765-11228,user1229@example.com,East,Prepaid Unlimited,Two Year,Electronic Check,9,1164.39,11097.38,649.2,644.2,639.2,73.1,72.6,72.0,1,1,1,1,0,0,0
CUST-11229,Customer 1230,+91-98765-11229,user1230@example.com,Central,Postpaid Premium,Month-to-Month,Auto-Debit,50,1088.35,50204.04,521.0,719.2,992.9,36.3,50.1,69.2,2,3,5,5,0,0,1
CUST-11230,Customer 1231,+91-98765-11230,user1231@example.com,East,Prepaid Unlimited,One Year,Mailed Check,60,1449.93,87579.04,169.7,175.1,180.7,76.6,79.1,81.6,1,1,1,3,2,1,0
CUST-11231,Customer 1232,+91-98765-11231,user1232@example.com,South,Prepaid Basic,Month-to-Month,UPI/Credit Card,15,1416.31,19550.45,145.4,176.4,213.9,22.6,27.4,33.2,1,1,2,3,1,1,1
CUST-11232,Customer 1233,+91-98765-11232,user1233@example.com,North,Prepaid Basic,One Year,Electronic Check,36,1246.26,48208.49,886.3,864.9,844.0,56.2,54.8,53.5,5,5,5,3,3,2,0
CUST-11233,Customer 1234,+91-98765-11233,user1234@example.com,South,Prepaid Unlimited,One Year,UPI/Credit Card,63,1167.07,73637.71,833.5,855.6,878.3,64.9,66.6,68.4,1,1,2,4,3,2,0
CUST-11234,Customer 1235,+91-98765-11234,user1235@example.com,South,Prepaid Basic,Two Year,Auto-Debit,69,627.85,45989.97,451.1,475.3,500.9,6.8,7.1,7.5,1,1,1,2,2,1,0
CUST-11235,Customer 1236,+91-98765-11235,user1236@example.com,Central,Prepaid Basic,Month-to-Month,Auto-Debit,41,1314.16,52459.04,463.6,586.8,742.7,25.5,32.2,40.8,1,1,1,6,2,2,1
CUST-11236,Customer 1237,+91-98765-11236,user1237@example.com,North,Postpaid Standard,One Year,Mailed Check,24,812.01,18026.93,902.5,891.6,880.8,72.8,72.0,71.1,1,1,1,2,1,1,0
CUST-11237,Customer 1238,+91-98765-11237,user1238@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,49,625.69,27847.39,137.3,138.0,138.8,28.7,28.8,29.0,4,4,5,2,1,1,0
CUST-11238,Customer 1239,+91-98765-11238,user1239@example.com,North,Prepaid Basic,Two Year,Auto-Debit,18,759.99,13082.04,644.4,630.4,616.6,100.3,98.1,96.0,4,4,4,1,1,0,0
CUST-11239,Customer 1240,+91-98765-11239,user1240@example.com,North,Postpaid Premium,Month-to-Month,UPI/Credit Card,7,1302.12,8648.59,266.0,480.5,868.1,2.4,4.4,7.9,1,2,4,2,0,0,1
CUST-11240,Customer 1241,+91-98765-11240,user1241@example.com,North,Prepaid Basic,One Year,Auto-Debit,4,477.36,1932.49,499.9,478.6,458.3,104.7,100.3,96.0,2,2,2,2,1,1,0
CUST-11241,Customer 1242,+91-98765-11241,user1242@example.com,Central,Postpaid Premium,One Year,Auto-Debit,69,846.39,52814.73,340.0,355.7,372.1,23.4,24.5,25.6,4,4,5,2,1,0,0
CUST-11242,Customer 1243,+91-98765-11242,user1243@example.com,East,Prepaid Unlimited,One Year,Electronic Check,60,889.83,53609.45,839.1,827.5,816.1,9.9,9.7,9.6,3,3,3,3,2,1,0
CUST-11243,Customer 1244,+91-98765-11243,user1244@example.com,South,Postpaid Standard,Month-to-Month,Auto-Debit,55,342.96,18454.5,210.3,290.8,402.2,17.1,23.7,32.8,2,2,4,5,0,0,1
CUST-11244,Customer 1245,+91-98765-11244,user1245@example.com,North,Prepaid Unlimited,Two Year,Electronic Check,16,533.9,8674.16,102.3,102.6,102.9,79.2,79.5,79.7,4,4,5,3,2,2,0
CUST-11245,Customer 1246,+91-98765-11245,user1246@example.com,East,Postpaid Standard,Month-to-Month,Auto-Debit,29,1291.09,38957.38,386.5,610.3,963.6,30.7,48.5,76.5,2,3,5,6,3,2,1
CUST-11246,Customer 1247,+91-98765-11246,user1247@example.com,East,Postpaid Premium,One Year,Auto-Debit,23,1295.92,30605.51,686.9,659.4,632.9,26.9,25.8,24.8,4,4,4,3,2,1,0
CUST-11247,Customer 1248,+91-98765-11247,user1248@example.com,South,Prepaid Basic,Month-to-Month,Mailed Check,14,649.9,9980.52,878.5,857.8,837.6,24.9,24.3,23.7,5,5,5,2,2,1,0
CUST-11248,Customer 1249,+91-98765-11248,user1249@example.com,Central,Postpaid Premium,Month-to-Month,Mailed Check,49,1348.88,61313.34,387.8,571.7,842.8,30.4,44.8,66.0,2,3,5,5,0,0,1
CUST-11249,Customer 1250,+91-98765-11249,user1250@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,33,1225.14,39861.48,95.2,123.4,159.8,28.9,37.4,48.5,2,3,4,5,0,0,1
CUST-11250,Customer 1251,+91-98765-11250,user1251@example.com,West,Prepaid Unlimited,Month-to-Month,Auto-Debit,25,800.49,19711.39,102.0,160.9,253.8,32.3,50.9,80.3,1,1,1,4,2,1,1
CUST-11251,Customer 1252,+91-98765-11251,user1252@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,21,1197.09,24721.85,220.2,289.3,380.0,4.2,5.6,7.3,1,1,2,7,2,2,1
CUST-11252,Customer 1253,+91-98765-11252,user1253@example.com,South,Prepaid Unlimited,Month-to-Month,Mailed Check,17,1452.6,25503.17,193.0,273.8,388.6,31.3,44.4,63.0,1,2,3,5,2,2,1
CUST-11253,Customer 1254,+91-98765-11253,user1254@example.com,West,Prepaid Basic,Month-to-Month,UPI/Credit Card,23,849.76,19504.72,453.3,560.4,692.9,48.7,60.2,74.4,1,1,2,6,1,1,0
CUST-11254,Customer 1255,+91-98765-11254,user1255@example.com,East,Prepaid Unlimited,One Year,Mailed Check,57,585.11,33467.55,610.8,635.3,660.8,91.9,95.6,99.4,1,1,1,4,3,2,0
CUST-11255,Customer 1256,+91-98765-11255,user1256@example.com,Central,Prepaid Unlimited,Two Year,Mailed Check,58,1429.18,81771.0,497.0,520.5,545.1,63.4,66.4,69.5,1,1,1,1,1,1,0
CUST-11256,Customer 1257,+91-98765-11256,user1257@example.com,West,Postpaid Standard,Month-to-Month,Auto-Debit,14,1023.49,15737.96,98.2,168.8,290.1,9.1,15.7,27.0,1,2,5,5,1,0,1
